n_samples,n_groups,max,distribution,simulation,distribution_truth,distribution_pred,varied,99_perc
60,3,0.13518518518518519,sparse,class_shift_diff,,,,0.11298148148148152
80,3,0.11388888888888886,sparse,class_shift_diff,,,,0.09861111111111114
100,3,0.10777777777777779,sparse,class_shift_diff,,,,0.0800111111111111
120,3,0.11111111111111112,sparse,class_shift_diff,,,,0.0740925925925926
140,3,0.08888888888888889,sparse,class_shift_diff,,,,0.07303968253968252
160,3,0.07638888888888888,sparse,class_shift_diff,,,,0.0666666666666667
180,3,0.07407407407407407,sparse,class_shift_diff,,,,0.06420370370370372
200,3,0.07888888888888888,sparse,class_shift_diff,,,,0.05834999999999998
220,3,0.07171717171717178,sparse,class_shift_diff,,,,0.0565707070707071
240,3,0.07268518518518523,sparse,class_shift_diff,,,,0.05324999999999999
260,3,0.07008547008547006,sparse,class_shift_diff,,,,0.05256837606837606
280,3,0.06904761904761907,sparse,class_shift_diff,,,,0.052384920634920645
300,3,0.06111111111111119,sparse,class_shift_diff,,,,0.048525925925925875
400,3,0.05111111111111111,sparse,class_shift_diff,,,,0.04195277777777774
600,3,0.04574074074074073,sparse,class_shift_diff,,,,0.03723148148148144
800,3,0.042083333333333285,sparse,class_shift_diff,,,,0.03097500000000001
1000,3,0.03355555555555556,sparse,class_shift_diff,,,,0.02644555555555564
20,6,0.24999999999999994,sparse,class_shift_diff,,,,0.20561111111111105
40,6,0.1875,sparse,class_shift_diff,,,,0.15280555555555556
60,6,0.17222222222222225,sparse,class_shift_diff,,,,0.12500925925925924
80,6,0.13472222222222222,sparse,class_shift_diff,,,,0.10834027777777777
100,6,0.11111111111111115,sparse,class_shift_diff,,,,0.0988944444444444
120,6,0.11250000000000004,sparse,class_shift_diff,,,,0.0898240740740741
140,6,0.09920634920634926,sparse,class_shift_diff,,,,0.0861150793650794
160,6,0.08923611111111111,sparse,class_shift_diff,,,,0.0705034722222223
180,6,0.09043209876543208,sparse,class_shift_diff,,,,0.06638888888888884
200,6,0.08222222222222222,sparse,class_shift_diff,,,,0.06556944444444443
220,6,0.07954545454545454,sparse,class_shift_diff,,,,0.06011616161616158
240,6,0.07777777777777779,sparse,class_shift_diff,,,,0.05903472222222214
260,6,0.07884615384615383,sparse,class_shift_diff,,,,0.06155128205128206
280,6,0.06468253968253967,sparse,class_shift_diff,,,,0.056750000000000016
300,6,0.07555555555555558,sparse,class_shift_diff,,,,0.05240740740740738
400,6,0.056944444444444464,sparse,class_shift_diff,,,,0.045293055555555566
600,6,0.05138888888888888,sparse,class_shift_diff,,,,0.04176388888888892
800,6,0.049166666666666616,sparse,class_shift_diff,,,,0.032849999999999976
1000,6,0.04027777777777782,sparse,class_shift_diff,,,,0.030335000000000042
20,8,0.2645833333333333,sparse,class_shift_diff,,,,0.2167083333333333
40,8,0.18958333333333333,sparse,class_shift_diff,,,,0.15938541666666667
60,8,0.16666666666666669,sparse,class_shift_diff,,,,0.12296527777777778
80,8,0.13750000000000004,sparse,class_shift_diff,,,,0.10888020833333334
100,8,0.11291666666666668,sparse,class_shift_diff,,,,0.09792083333333333
120,8,0.11319444444444449,sparse,class_shift_diff,,,,0.09237500000000004
140,8,0.10327380952380957,sparse,class_shift_diff,,,,0.08397916666666667
160,8,0.09140625000000001,sparse,class_shift_diff,,,,0.07474479166666671
180,8,0.09421296296296294,sparse,class_shift_diff,,,,0.07246064814814819
200,8,0.08416666666666667,sparse,class_shift_diff,,,,0.07021458333333333
220,8,0.08333333333333337,sparse,class_shift_diff,,,,0.06250568181818184
240,8,0.08559027777777779,sparse,class_shift_diff,,,,0.06181597222222222
260,8,0.08894230769230763,sparse,class_shift_diff,,,,0.05931089743589743
280,8,0.06755952380952385,sparse,class_shift_diff,,,,0.057744047619047605
300,8,0.07916666666666669,sparse,class_shift_diff,,,,0.05291805555555557
400,8,0.0584375,sparse,class_shift_diff,,,,0.046256250000000006
600,8,0.05069444444444442,sparse,class_shift_diff,,,,0.04278402777777774
800,8,0.04572916666666661,sparse,class_shift_diff,,,,0.034532291666666694
1000,8,0.04158333333333336,sparse,class_shift_diff,,,,0.03266708333333333
20,20,0.2625,sparse,class_shift_diff,,,,0.23334166666666667
40,20,0.19916666666666671,sparse,class_shift_diff,,,,0.16377499999999998
60,20,0.17638888888888893,sparse,class_shift_diff,,,,0.1288888888888889
80,20,0.14041666666666666,sparse,class_shift_diff,,,,0.11792083333333338
100,20,0.13333333333333328,sparse,class_shift_diff,,,,0.10452166666666662
120,20,0.11652777777777777,sparse,class_shift_diff,,,,0.09472638888888883
140,20,0.10273809523809531,sparse,class_shift_diff,,,,0.08811428571428569
160,20,0.10250000000000001,sparse,class_shift_diff,,,,0.07916666666666668
180,20,0.09703703703703705,sparse,class_shift_diff,,,,0.0771324074074074
200,20,0.08199999999999996,sparse,class_shift_diff,,,,0.0715
220,20,0.09409090909090911,sparse,class_shift_diff,,,,0.06410909090909088
240,20,0.09097222222222223,sparse,class_shift_diff,,,,0.0607833333333333
260,20,0.09429487179487174,sparse,class_shift_diff,,,,0.061989102564102526
280,20,0.07803571428571424,sparse,class_shift_diff,,,,0.060418452380952406
300,20,0.08044444444444447,sparse,class_shift_diff,,,,0.05616722222222225
400,20,0.06537499999999997,sparse,class_shift_diff,,,,0.05358458333333335
600,20,0.05011111111111109,sparse,class_shift_diff,,,,0.043726111111111084
800,20,0.047937500000000015,sparse,class_shift_diff,,,,0.03564791666666664
1000,20,0.04388333333333336,sparse,class_shift_diff,,,,0.0328194999999999
20,30,0.26555555555555554,sparse,class_shift_diff,,,,0.23279444444444444
40,30,0.20666666666666672,sparse,class_shift_diff,,,,0.16195833333333334
60,30,0.18111111111111114,sparse,class_shift_diff,,,,0.12815555555555558
80,30,0.14527777777777778,sparse,class_shift_diff,,,,0.11820972222222223
100,30,0.13877777777777772,sparse,class_shift_diff,,,,0.10722333333333335
120,30,0.11620370370370374,sparse,class_shift_diff,,,,0.09408611111111109
140,30,0.10682539682539689,sparse,class_shift_diff,,,,0.0919880952380952
160,30,0.10013888888888889,sparse,class_shift_diff,,,,0.07785624999999995
180,30,0.09888888888888889,sparse,class_shift_diff,,,,0.07735740740740743
200,30,0.08472222222222223,sparse,class_shift_diff,,,,0.07106444444444443
220,30,0.09803030303030305,sparse,class_shift_diff,,,,0.06541464646464645
240,30,0.09050925925925926,sparse,class_shift_diff,,,,0.062425462962962947
260,30,0.08858974358974354,sparse,class_shift_diff,,,,0.06269444444444446
280,30,0.08222222222222217,sparse,class_shift_diff,,,,0.062184920634920635
300,30,0.0801851851851852,sparse,class_shift_diff,,,,0.056074814814814786
400,30,0.06547222222222221,sparse,class_shift_diff,,,,0.05118777777777778
600,30,0.05103703703703709,sparse,class_shift_diff,,,,0.043833888888888874
800,30,0.049652777777777796,sparse,class_shift_diff,,,,0.03552958333333333
1000,30,0.043544444444444476,sparse,class_shift_diff,,,,0.03396733333333334
20,2,0.24999999999999994,,relative_difference_per_bin,,,,0.22499999999999998
40,2,0.21249999999999997,,relative_difference_per_bin,,,,0.13762499999999994
60,2,0.16666666666666669,,relative_difference_per_bin,,,,0.1166666666666667
80,2,0.1375,,relative_difference_per_bin,,,,0.10624999999999996
100,2,0.11499999999999999,,relative_difference_per_bin,,,,0.09504999999999998
120,2,0.11249999999999999,,relative_difference_per_bin,,,,0.08749999999999997
140,2,0.09285714285714286,,relative_difference_per_bin,,,,0.07857142857142851
160,2,0.09999999999999998,,relative_difference_per_bin,,,,0.07500000000000001
180,2,0.09722222222222221,,relative_difference_per_bin,,,,0.07499999999999996
200,2,0.09750000000000003,,relative_difference_per_bin,,,,0.07
220,2,0.0840909090909091,,relative_difference_per_bin,,,,0.06593181818181817
240,2,0.08333333333333337,,relative_difference_per_bin,,,,0.0625
260,2,0.07115384615384618,,relative_difference_per_bin,,,,0.059634615384615376
280,2,0.06964285714285712,,relative_difference_per_bin,,,,0.058946428571428566
300,2,0.065,,relative_difference_per_bin,,,,0.055016666666666644
400,2,0.05499999999999999,,relative_difference_per_bin,,,,0.04749999999999999
600,2,0.04833333333333334,,relative_difference_per_bin,,,,0.03999999999999998
800,2,0.03937499999999999,,relative_difference_per_bin,,,,0.03563125000000001
1000,2,0.05099999999999999,,relative_difference_per_bin,,,,0.029515000000000013
20,3,0.3166666666666666,,relative_difference_per_bin,,,,0.25
40,3,0.25000000000000006,,relative_difference_per_bin,,,,0.175
60,3,0.2,,relative_difference_per_bin,,,,0.13894444444444445
80,3,0.15416666666666662,,relative_difference_per_bin,,,,0.125
100,3,0.13666666666666671,,relative_difference_per_bin,,,,0.10666666666666669
120,3,0.1305555555555556,,relative_difference_per_bin,,,,0.10555555555555551
140,3,0.13571428571428568,,relative_difference_per_bin,,,,0.09523809523809523
160,3,0.11666666666666664,,relative_difference_per_bin,,,,0.08958333333333335
180,3,0.10370370370370374,,relative_difference_per_bin,,,,0.08335185185185187
200,3,0.09500000000000003,,relative_difference_per_bin,,,,0.07335000000000001
220,3,0.09545454545454546,,relative_difference_per_bin,,,,0.07424242424242428
240,3,0.09305555555555556,,relative_difference_per_bin,,,,0.06805555555555559
260,3,0.08974358974358976,,relative_difference_per_bin,,,,0.06667948717948716
280,3,0.08690476190476193,,relative_difference_per_bin,,,,0.06547619047619047
300,3,0.08333333333333337,,relative_difference_per_bin,,,,0.0633333333333333
400,3,0.07166666666666666,,relative_difference_per_bin,,,,0.05666666666666664
600,3,0.06444444444444447,,relative_difference_per_bin,,,,0.04945555555555556
800,3,0.05124999999999996,,relative_difference_per_bin,,,,0.03917083333333335
1000,3,0.04899999999999999,,relative_difference_per_bin,,,,0.035666666666666624
20,6,0.34166666666666673,,relative_difference_per_bin,,,,0.27499999999999997
40,6,0.27083333333333337,,relative_difference_per_bin,,,,0.208375
60,6,0.21388888888888885,,relative_difference_per_bin,,,,0.16391666666666663
80,6,0.18541666666666662,,relative_difference_per_bin,,,,0.13749999999999996
100,6,0.15833333333333333,,relative_difference_per_bin,,,,0.12501666666666672
120,6,0.14722222222222225,,relative_difference_per_bin,,,,0.11388888888888893
140,6,0.12857142857142861,,relative_difference_per_bin,,,,0.10244047619047617
160,6,0.11979166666666669,,relative_difference_per_bin,,,,0.0958541666666667
180,6,0.12962962962962965,,relative_difference_per_bin,,,,0.09351851851851856
200,6,0.1166666666666667,,relative_difference_per_bin,,,,0.08666666666666667
220,6,0.10757575757575755,,relative_difference_per_bin,,,,0.08334090909090906
240,6,0.1201388888888889,,relative_difference_per_bin,,,,0.07986805555555554
260,6,0.09999999999999998,,relative_difference_per_bin,,,,0.07884615384615384
280,6,0.09880952380952379,,relative_difference_per_bin,,,,0.07442857142857141
300,6,0.08444444444444449,,relative_difference_per_bin,,,,0.07556111111111109
400,6,0.07625000000000004,,relative_difference_per_bin,,,,0.06333750000000002
600,6,0.0675,,relative_difference_per_bin,,,,0.05363333333333331
800,6,0.05499999999999999,,relative_difference_per_bin,,,,0.0448
1000,6,0.05616666666666664,,relative_difference_per_bin,,,,0.03867333333333329
20,8,0.34375000000000006,,relative_difference_per_bin,,,,0.28124999999999994
40,8,0.27187500000000003,,relative_difference_per_bin,,,,0.21565625
60,8,0.21874999999999994,,relative_difference_per_bin,,,,0.1645833333333333
80,8,0.19374999999999998,,relative_difference_per_bin,,,,0.13756249999999995
100,8,0.17625000000000002,,relative_difference_per_bin,,,,0.128775
120,8,0.1479166666666667,,relative_difference_per_bin,,,,0.11461458333333334
140,8,0.12857142857142861,,relative_difference_per_bin,,,,0.10627678571428575
160,8,0.12187500000000001,,relative_difference_per_bin,,,,0.0984453125
180,8,0.12083333333333335,,relative_difference_per_bin,,,,0.09238194444444443
200,8,0.12125000000000002,,relative_difference_per_bin,,,,0.09003125
220,8,0.11363636363636359,,relative_difference_per_bin,,,,0.08636931818181817
240,8,0.11875000000000002,,relative_difference_per_bin,,,,0.0823072916666667
260,8,0.09471153846153846,,relative_difference_per_bin,,,,0.08031249999999997
280,8,0.10000000000000003,,relative_difference_per_bin,,,,0.07590625
300,8,0.0920833333333333,,relative_difference_per_bin,,,,0.0750125
400,8,0.07343749999999999,,relative_difference_per_bin,,,,0.06344374999999998
600,8,0.0633333333333333,,relative_difference_per_bin,,,,0.05521249999999997
800,8,0.05984375000000003,,relative_difference_per_bin,,,,0.04718906249999999
1000,8,0.057750000000000024,,relative_difference_per_bin,,,,0.039887499999999985
20,20,0.375,,relative_difference_per_bin,,,,0.302525
40,20,0.27625000000000005,,relative_difference_per_bin,,,,0.21751250000000003
60,20,0.22249999999999998,,relative_difference_per_bin,,,,0.16754166666666664
80,20,0.18562499999999998,,relative_difference_per_bin,,,,0.15250625
100,20,0.16150000000000003,,relative_difference_per_bin,,,,0.135515
120,20,0.1529166666666667,,relative_difference_per_bin,,,,0.12460416666666664
140,20,0.14857142857142858,,relative_difference_per_bin,,,,0.11322857142857141
160,20,0.11937500000000001,,relative_difference_per_bin,,,,0.10594062500000001
180,20,0.12583333333333335,,relative_difference_per_bin,,,,0.09833333333333333
200,20,0.11425000000000007,,relative_difference_per_bin,,,,0.0937525
220,20,0.10863636363636364,,relative_difference_per_bin,,,,0.09455227272727272
240,20,0.10937500000000006,,relative_difference_per_bin,,,,0.08708541666666668
260,20,0.09557692307692311,,relative_difference_per_bin,,,,0.07884807692307692
280,20,0.09464285714285714,,relative_difference_per_bin,,,,0.07769821428571427
300,20,0.09299999999999997,,relative_difference_per_bin,,,,0.07416833333333332
400,20,0.08075000000000004,,relative_difference_per_bin,,,,0.06463749999999997
600,20,0.07224999999999998,,relative_difference_per_bin,,,,0.0566808333333333
800,20,0.05762500000000004,,relative_difference_per_bin,,,,0.04575375000000001
1000,20,0.06030000000000002,,relative_difference_per_bin,,,,0.040805
20,30,0.3816666666666667,,relative_difference_per_bin,,,,0.29505
40,30,0.2666666666666667,,relative_difference_per_bin,,,,0.21585833333333335
60,30,0.21277777777777773,,relative_difference_per_bin,,,,0.175
80,30,0.17666666666666664,,relative_difference_per_bin,,,,0.15250000000000002
100,30,0.17466666666666664,,relative_difference_per_bin,,,,0.13767333333333331
120,30,0.15527777777777774,,relative_difference_per_bin,,,,0.12556388888888886
140,30,0.14476190476190476,,relative_difference_per_bin,,,,0.11309761904761897
160,30,0.1202083333333333,,relative_difference_per_bin,,,,0.10708333333333331
180,30,0.1305555555555556,,relative_difference_per_bin,,,,0.09890740740740736
200,30,0.11416666666666664,,relative_difference_per_bin,,,,0.09184333333333337
220,30,0.11303030303030304,,relative_difference_per_bin,,,,0.09109545454545452
240,30,0.1093055555555556,,relative_difference_per_bin,,,,0.08722361111111114
260,30,0.10012820512820508,,relative_difference_per_bin,,,,0.08179871794871792
280,30,0.0948809523809524,,relative_difference_per_bin,,,,0.07785833333333332
300,30,0.09955555555555551,,relative_difference_per_bin,,,,0.07522222222222219
400,30,0.0839166666666667,,relative_difference_per_bin,,,,0.06351833333333332
600,30,0.07166666666666666,,relative_difference_per_bin,,,,0.05647833333333332
800,30,0.06158333333333338,,relative_difference_per_bin,,,,0.04779250000000001
1000,30,0.06156666666666666,,relative_difference_per_bin,,,,0.040708666666666615
20,2,0.19166666666666662,,bin_shift_diff,,,,0.16666666666666669
40,2,0.1416666666666667,,bin_shift_diff,,,,0.12499999999999994
60,2,0.12222222222222223,,bin_shift_diff,,,,0.10555555555555554
80,2,0.10208333333333335,,bin_shift_diff,,,,0.08958333333333332
100,2,0.10833333333333334,,bin_shift_diff,,,,0.08333333333333331
120,2,0.10416666666666666,,bin_shift_diff,,,,0.07084722222222221
140,2,0.08690476190476193,,bin_shift_diff,,,,0.0654761904761905
160,2,0.07708333333333334,,bin_shift_diff,,,,0.06044791666666664
